sentence,title,author,year,chunk_id,inferred_emotion,inferred_emotion
"Not a golden penny, exactly, but I doubt if half a million would
have given more real happiness then did the little sum that came to her
in this wise.",Little Women,Louisa May Alcott,1868,LM_204,confusion,confusion
"Ah, Jo, instead of wishing that, thank God that ‘Father and Mother were
particular’, and pity from your heart those who have no such guardians
to hedge them round with principles which may seem like prison walls to
impatient youth, but which will prove sure foundations to build
character upon in womanhood.",Little Women,Louisa May Alcott,1868,LM_278,gratitude,gratitude
Her mother thought that there was a trifle too much description.,Little Women,Louisa May Alcott,1868,LM_209,neutral,neutral
"“There is a lovely old-fashioned pearl set in the treasure chest, but
Mother said real flowers were the prettiest ornament for a young girl,
and Laurie promised to send me all I want,” replied Meg.",Little Women,Louisa May Alcott,1868,LM_065,love,love
"Well, she drew a picture of Mr.
Davis, with a monstrous nose and a hump, and the words, ‘Young ladies,
my eye is upon you!’",Little Women,Louisa May Alcott,1868,LM_033,neutral,neutral
"As she stood there, Major Lincoln passed by, and a minute after
she heard him saying to his mother...",Little Women,Louisa May Alcott,1868,LM_072,neutral,neutral
"That evening Jo forgot to barricade her corner,
and had not been in her seat five minutes, before a massive form
appeared beside her, and with both arms spread over the sofa back, both
long legs stretched out before him, Laurie exclaimed, with a sigh of
satisfaction...",Little Women,Louisa May Alcott,1868,LM_253,neutral,neutral
"Beth could not reason upon or explain the
faith that gave her courage and patience to give up life, and
cheerfully wait for death.",Little Women,Louisa May Alcott,1868,LM_291,neutral,neutral
"Meg was absent-minded, shy, and
silent, started when the bell rang, and colored when John’s name was
mentioned.",Little Women,Louisa May Alcott,1868,LM_173,neutral,neutral
Now I must go back to Beth.,Little Women,Louisa May Alcott,1868,LM_155,neutral,neutral
"and Mr. Brooke looked so
hurt that Meg thought she must have done something very rude.",Little Women,Louisa May Alcott,1868,LM_175,disappointment,disappointment
"I wish I’d let my hair alone,”
cried Meg petulantly.",Little Women,Louisa May Alcott,1868,LM_019,desire,desire
"Now, Beth,
what do you say?”",Little Women,Louisa May Alcott,1868,LM_209,neutral,neutral
"“Teddy is a remarkable boy, and can’t be taken as a sample of other
boys,” said Amy, in a tone of solemn conviction, which would have
convulsed the ‘remarkable boy’ if he had heard it.",Little Women,Louisa May Alcott,1868,LM_230,admiration,admiration
"The little thing has lost her heart to Mr. Bhaer, and
follows him about the house like a dog whenever he is at home, which
delights him, as he is very fond of children, though a ‘bacheldore’.",Little Women,Louisa May Alcott,1868,LM_262,neutral,neutral
"Mrs. March went out,
after peeping here and there to see how matters went, also saying a
word of comfort to Beth, who sat making a winding sheet, while the dear
departed lay in state in the domino box.",Little Women,Louisa May Alcott,1868,LM_089,neutral,neutral
"And Jo told how her visit came
about.",Little Women,Louisa May Alcott,1868,LM_041,neutral,neutral
"Amy smiled and was mollified at once, saying with a maternal air,
“Women should learn to be agreeable, particularly poor ones, for they
have no other way of repaying the kindnesses they receive.",Little Women,Louisa May Alcott,1868,LM_229,neutral,neutral
"Upon my word, I was so tumbled up in my mind,
at one time, that I didn’t know which I loved best, you or Amy, and
tried to love you both alike.",Little Women,Louisa May Alcott,1868,LM_347,love,love
"He went to please me, and I couldn’t let
him go alone, neither could I leave Amy, and Mrs. Carrol had got
English notions about chaperons and such nonsense, and wouldn’t let Amy
come with us.",Little Women,Louisa May Alcott,1868,LM_346,neutral,neutral
"She opened with hospitable haste, and started as if another ghost had
come to surprise her, for there stood a tall bearded gentleman, beaming
on her from the darkness like a midnight sun.",Little Women,Louisa May Alcott,1868,LM_352,surprise,surprise
"There are some last things to
settle,” said Meg, bustling away.",Little Women,Louisa May Alcott,1868,LM_188,neutral,neutral
"She hes the liking for it, and gits the hang of things
surprisin quick.",Little Women,Louisa May Alcott,1868,LM_133,neutral,neutral
"You don’t intend
to make calls in that state, I hope,” cried Amy, surveying her with
amazement.",Little Women,Louisa May Alcott,1868,LM_222,optimism,optimism
"Jo saw
and understood the look, and she stalked grimly away to get wine and
beef tea, muttering to herself as she slammed the door, “I hate
estimable young men with brown eyes!”",Little Women,Louisa May Alcott,1868,LM_170,neutral,neutral
"“It’s a pity Laurie isn’t here to help us,” began Jo, as they sat down
to ice cream and salad for the second time in two days.",Little Women,Louisa May Alcott,1868,LM_203,neutral,neutral
"“Yes,” he added earnestly, “I read that, and I think to myself,
She has a sorrow, she is lonely, she would find comfort in true love.",Little Women,Louisa May Alcott,1868,LM_373,sadness,sadness
"“She’s right, there’s no time for tears now.",Little Women,Louisa May Alcott,1868,LM_123,approval,approval
"Lessons in patience were so sweetly taught her that she could
not fail to learn them, charity for all, the lovely spirit that can
forgive and truly forget unkindness, the loyalty to duty that makes the
hardest easy, and the sincere faith that fears nothing, but trusts
undoubtingly.",Little Women,Louisa May Alcott,1868,LM_324,admiration,admiration
"And Jo dropped down beside the bed in a passion of
penitent tears, telling all that had happened, bitterly condemning her
hardness of heart, and sobbing out her gratitude for being spared the
heavy punishment which might have come upon her.",Little Women,Louisa May Alcott,1868,LM_061,sadness,sadness
"“Then I must have a lobster, for tongue alone won’t do,” said Amy
decidedly.",Little Women,Louisa May Alcott,1868,LM_201,neutral,neutral
"Mr. Laurence looked so alarming and spoke so sharply that Jo would have
gladly run away, if she could, but she was perched aloft on the steps,
and he stood at the foot, a lion in the path, so she had to stay and
brave it out.",Little Women,Louisa May Alcott,1868,LM_165,neutral,neutral
"“I’m afraid it will be too disagreeable to you,” said Meg, trying to
look offended and failing entirely.",Little Women,Louisa May Alcott,1868,LM_072,fear,fear
"Mother and father both gone, and God seems so far away I can’t find
Him.”",Little Women,Louisa May Alcott,1868,LM_142,sadness,sadness
"“I haven’t heard Frank laugh so much for ever so long,” said Grace to
Amy, as they sat discussing dolls and making tea sets out of the acorn
cups.",Little Women,Louisa May Alcott,1868,LM_106,neutral,neutral
"But
the letter telling that Beth was failing never reached Amy, and when
the next found her the grass was green above her sister.",Little Women,Louisa May Alcott,1868,LM_332,neutral,neutral
"Jo rather prided herself upon her shopping capabilities, and
particularly wished to impress her escort with the neatness and
dispatch with which she would accomplish the business.",Little Women,Louisa May Alcott,1868,LM_368,neutral,neutral
"Of course
the children tyrannized over her, and ruled the house as soon as they
found out that kicking and squalling brought them whatever they wanted.",Little Women,Louisa May Alcott,1868,LM_306,neutral,neutral
"Jo was very much relieved that one of his virtuous fits should come on
just then, and made her preparations with a lightened heart, for Beth
seemed more cheerful, and hoped she was doing the best for all.",Little Women,Louisa May Alcott,1868,LM_257,optimism,optimism
"The sound of
voices in the parlor rose and fell for half an hour, but what happened
during that interview the girls never knew.",Little Women,Louisa May Alcott,1868,LM_162,confusion,confusion
"“I know you did, but the girls are so queer you never know what they
mean.",Little Women,Louisa May Alcott,1868,LM_282,neutral,neutral
"“She will make quite an angel of him, and he will make
life delightfully easy and pleasant for the dear, if they only love
each other.",Little Women,Louisa May Alcott,1868,LM_252,love,love
"They were all unusually hungry, having waited nearly an hour, and for a
minute no one spoke, only a minute, for Jo exclaimed impetuously, “I’m
so glad you came before we began!”",Little Women,Louisa May Alcott,1868,LM_011,neutral,neutral
"Lying back on the sofa, she read the manuscript carefully through,
making dashes here and there, and putting in many exclamation points,
which looked like little balloons.",Little Women,Louisa May Alcott,1868,LM_115,neutral,neutral
"A daughter of the gods,
Devinely tall, and most divinely fair,” was all the satisfaction she got, however.",Little Women,Louisa May Alcott,1868,LM_300,admiration,admiration
"Shrouded in a thick veil and armed with a genteel traveling basket, she
departed, feeling that a cool drive would soothe her ruffled spirit and
fit her for the labors of the day.",Little Women,Louisa May Alcott,1868,LM_202,neutral,neutral
"asked Meg one snowy
afternoon, as her sister came tramping through the hall, in rubber
boots, old sack, and hood, with a broom in one hand and a shovel in the
other.",Little Women,Louisa May Alcott,1868,LM_035,neutral,neutral
"If it had not been for Laurie, and old Esther, the maid, she felt that
she never could have got through that dreadful time.",Little Women,Louisa May Alcott,1868,LM_147,fear,fear
"Miss Kate took out her sketch
again, and Margaret watched her, while Mr. Brooke lay on the grass with
a book, which he did not read.",Little Women,Louisa May Alcott,1868,LM_103,neutral,neutral
"Hannah had left a pan of bread to rise, Meg had
worked it up early, set it on the hearth for a second rising, and
forgotten it.",Little Women,Louisa May Alcott,1868,LM_089,neutral,neutral
"I can’t dance anymore, but as soon as supper
is over, watch for Hannah and tell me the minute she comes.”",Little Women,Louisa May Alcott,1868,LM_024,neutral,neutral
"By the second week, everyone knew perfectly well what was going on, yet
everyone tried to look as if they were stone-blind to the changes in
Jo’s face.",Little Women,Louisa May Alcott,1868,LM_365,neutral,neutral
"“It’s all the same, you know, she and I being one.",Little Women,Louisa May Alcott,1868,LM_346,neutral,neutral
"This was the first serious disagreement, her own
hasty speeches sounded both silly and unkind, as she recalled them, her
own anger looked childish now, and thoughts of poor John coming home to
such a scene quite melted her heart.",Little Women,Louisa May Alcott,1868,LM_216,annoyance,annoyance
"He looks as if he’d like to know us
but he’s bashful, and Meg is so prim she won’t let me speak to him when
we pass,” said Jo, as the plates went round, and the ice began to melt
out of sight, with ohs and ahs of satisfaction.",Little Women,Louisa May Alcott,1868,LM_017,neutral,neutral
"She was so
glad and surprised she took it right into her arms, and thanked him
over and over.",Little Women,Louisa May Alcott,1868,LM_033,surprise,surprise
"Then she thought consolingly to herself, “Mine are not like that, they
are only silly, never bad, so I won’t be worried,” and taking up her
book, she said, with a studious face, “Shall we go on, Sir?",Little Women,Louisa May Alcott,1868,LM_277,neutral,neutral
"“That boy is suffering for society and fun,” she said to herself.",Little Women,Louisa May Alcott,1868,LM_036,neutral,neutral
"They began to get anxious, and Laurie
went off to find her, for no one knew what freak Jo might take into her
head.",Little Women,Louisa May Alcott,1868,LM_125,nervousness,nervousness
"asked Amy, who liked to have things explained as they
went along.",Little Women,Louisa May Alcott,1868,LM_127,neutral,neutral
"“I don’t wish to be sent off as if I was in the way,” began Amy, in an
injured voice.",Little Women,Louisa May Alcott,1868,LM_137,neutral,neutral
"She was learning, doing, and enjoying other things, meanwhile, for she
had resolved to be an attractive and accomplished woman, even if she
never became a great artist.",Little Women,Louisa May Alcott,1868,LM_197,joy,joy
"If I wasn’t too old for such things, I’d rather like to play it
over again,” said Amy, who began to talk of renouncing childish things
at the mature age of twelve.",Little Women,Louisa May Alcott,1868,LM_008,neutral,neutral
"His tone was properly beseeching, but stealing a shy look at him, Meg
saw that his eyes were merry as well as tender, and that he wore the
satisfied smile of one who had no doubt of his success.",Little Women,Louisa May Alcott,1868,LM_176,admiration,admiration
What a venerable party!” said Jo.,Little Women,Louisa May Alcott,1868,LM_112,admiration,admiration
“Just her father’s way of doing good.,Little Women,Louisa May Alcott,1868,LM_041,neutral,neutral
"Jo fancied he remembered
and regretted the past, and she wished she had held her tongue.",Little Women,Louisa May Alcott,1868,LM_166,neutral,neutral
"whispered her neighbor, a young lady of great
presence of mind.",Little Women,Louisa May Alcott,1868,LM_052,admiration,admiration
"The pleasantest room in the house was set apart for Beth, and in it was
gathered everything that she most loved, flowers, pictures, her piano,
the little worktable, and the beloved pussies.",Little Women,Louisa May Alcott,1868,LM_322,love,love
"You have seen it on dozens of girls, and you
never found out that it was pretty till now—stupide!”",Little Women,Louisa May Alcott,1868,LM_301,neutral,neutral
"asked Beth, a few weeks after that eventful call of his.",Little Women,Louisa May Alcott,1868,LM_047,neutral,neutral
"For a
minute she felt as if she really couldn’t do it, then came the thought,
“This is the beginning.",Little Women,Louisa May Alcott,1868,LM_216,neutral,neutral
"Somehow the sight of the old shoes had a good
effect upon the girls, for Mother was coming, and everyone brightened
to welcome her.",Little Women,Louisa May Alcott,1868,LM_004,admiration,admiration
"He laughed and looked across at the tall girl who sat opposite, with an
unusually mild expression in her face.",Little Women,Louisa May Alcott,1868,LM_171,amusement,amusement
"“You look like the effigy of a young knight asleep on his tomb,” she
said, carefully tracing the well-cut profile defined against the dark
stone.",Little Women,Louisa May Alcott,1868,LM_315,neutral,neutral
"You have rather cast me
off lately, Jo, but I’ve had the best of help, nevertheless.",Little Women,Louisa May Alcott,1868,LM_377,neutral,neutral
"and she
heaved a sigh that almost broke her heart, while the big tears rolled
down her burning cheeks; but still her exercised mind, accustomed to
think, began to observe its operation, though the barrier of reason was
almost carried away, and all the faculties not restrained by her, were
running into confusion.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_044,confusion,confusion
"Henry would have supported her; but Mary would not permit him; her
recollection was instantaneous, and she feared sitting on the damp
ground might do him a material injury: she was on that account positive,
though the company did not guess the cause of her being so.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_022,neutral,neutral
"""Talk not of comfort,"" interrupted Mary, ""it will be in heaven with thee
and Ann--while I shall remain on earth the veriest wretch!""--She grasped
his hand.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_044,neutral,neutral
"Mary's mind had been thrown off its poise;
her devotion had been, perhaps, more fervent for some time past; but
less regular.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_026,neutral,neutral
"Besides,
if her mind was not occupied by any particular sorrow, or study, she
caught reflected pleasure, and was glad to see others happy, though
their mirth did not interest her.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_016,joy,joy
"She would stand and behold the waves rolling, and think of
the voice that could still the tumultuous deep.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_008,neutral,neutral
"She called herself ""a poor disconsolate creature!""--""Mine is a selfish
grief,"" she exclaimed--""Yet; Heaven is my witness, I do not wish her
back now she has reached those peaceful mansions, where the weary rest.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_023,sadness,sadness
"The society
of men of genius delighted her, and improved her faculties.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_013,admiration,admiration
"She loved him better than herself--she
could not pray for his recovery; she could only say, The will of Heaven
be done.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_046,love,love
"She went to her, took her hand; it
feebly pressed her's.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_011,neutral,neutral
"While she was in this state, she labored to acquire fortitude; but one
tender look destroyed it all--she rather labored, indeed, to make him
believe he was resigned, than really to be so.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_046,neutral,neutral
"As she grew more intimate with Ann, her manners were softened, and she
acquired a degree of equality in her behaviour: yet still her spirits
were fluctuating, and her movements rapid.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_006,neutral,neutral
"She returned again to view the
angry deep; and when she gazed on its perturbed state, she thought of
the Being who rode on the wings of the wind, and stilled the noise of
the sea; and the madness of the people--He only could speak peace to
her troubled spirit!","Mary, A Fiction",Mary Wollstonecraft,1798,MW_032,neutral,neutral
"""She is, however, a charming creature,"" said her nephew.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_018,admiration,admiration
"This was a question she could not
answer; she had only about eighty pounds remaining, of the money she
took with her to Lisbon; when it was exhausted where could she get more?","Mary, A Fiction",Mary Wollstonecraft,1798,MW_035,neutral,neutral
"She shielded her from poverty; but this was only a negative
blessing; when under the pressure it was very grievous, and still more
so were the apprehensions; but when exempt from them, she was not
contented.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_012,neutral,neutral
"Mary had not said much, for she was diffident; she seldom joined in
general conversations; though her quickness of penetration enabled her
soon to enter into the characters of those she conversed with; and her
sensibility made her desirous of pleasing every human creature.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_016,neutral,neutral
"But at last she conquered her disgust,
and wrote her _husband_","Mary, A Fiction",Mary Wollstonecraft,1798,MW_047,neutral,neutral
"They frequently went down the river in a boat; Henry would take his
violin, and Mary would sometimes sing, or read, to them.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_042,neutral,neutral
"With beings
of this class she did not often meet; it is a rare genus; her first
favourites were men past the meridian of life, and of a philosophic
turn.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_014,neutral,neutral
"Ann did not take notice of either his or Mary's behaviour, nor did she
suspect that he was a favourite, on any other account than his
appearing neither well nor happy.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_022,neutral,neutral
"""Though people of the first fashion are frequently at places of this
kind, intimate with they know not who; yet I do not choose that my
daughter, whose family is so respectable, should be intimate with any
one she would blush to know elsewhere.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_018,neutral,neutral
"She was educated with the expectation of a
large fortune, of course became a mere machine: the homage of her
attendants made a great part of her puerile amusements, and she never
imagined there were any relative duties for her to fulfil: notions of
her own consequence, by these means, were interwoven in her mind, and
the years of youth spent in acquiring a few superficial accomplishments,
without having any taste for them.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_001,neutral,neutral
"Again he was
obliged to lie down, resting on her: as the agonies increased he leaned
towards her: the soul seemed flying to her, as it escaped out of its
prison.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_046,neutral,neutral
"burst from
her--words were inadequate to express her feelings.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_015,neutral,neutral
"She
returned to her mother--the companion of her youth forgot her, they took
no more sweet counsel together.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_006,neutral,neutral
"She had once, or twice, told her little secrets to her mother; they were
laughed at, and she determined never to do it again.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_005,neutral,neutral
"She visited the sick,
supported the old, and educated the young.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_048,neutral,neutral
"When Ann recovered, they returned slowly home; she was carried to bed,
and the next morning Mary thought she observed a visible change for the
worse.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_022,neutral,neutral
"As she had
learned to read, she perused with avidity every book that came in her
way.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_003,neutral,neutral
"Some one now entered the room; he looked an answer to her long harangue;
it was fortunate for him, or he might have been led to say what in a
cooler moment he had determined to conceal; but were words necessary to
reveal it?","Mary, A Fiction",Mary Wollstonecraft,1798,MW_029,neutral,neutral
"She then told them the whole story as she heard it from her maid, who
picked it out of Mary's servant.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_018,neutral,neutral
"These occupations engrossed her mind; but there were hours when all her
former woes would return and haunt her.--Whenever she did, or said, any
thing she thought Henry would have approved of--she could not avoid
thinking with anguish, of the rapture his approbation ever conveyed to
her heart--a heart in which there was a void, that even benevolence and
religion could not fill.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_048,neutral,neutral
"They frequently discussed very important subjects, while the rest were
singing or playing cards, nor were they observed for doing so, as Henry,
whom they all were pleased with, in the way of gallantry shewed them all
more attention than her.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_019,neutral,neutral
"In this retreat she
read Thomson's Seasons, Young's Night-Thoughts, and Paradise Lost.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_007,neutral,neutral
"He had called her his dear girl; the words might have fallen from him by
accident; but they did not fall to the ground.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_025,neutral,neutral
"She had often seen that when a person
was unfortunate, Mary's pity might easily be mistaken for love, and,
indeed, it was a temporary sensation of that kind.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_022,neutral,neutral
"The horrid sensations his
death occasioned were too poignant to be durable: and Ann's danger, and
her own situation, made Mary deliberate what mode of conduct she should
pursue.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_013,sadness,sadness
"Tears of tenderness strayed down her relaxed
countenance, and her softened heart heaved more regularly.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_044,sadness,sadness
The mother's grief was more audible.,"Mary, A Fiction",Mary Wollstonecraft,1798,MW_046,sadness,sadness
"When she
conversed with him, all the faculties of her soul unfolded themselves;
genius animated her expressive countenance and the most graceful,
unaffected gestures gave energy to her discourse.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_019,admiration,admiration
"This day she was continually thinking of Ann's recovery, and encouraging
the cheerful hopes, which though they dissipated the spirits that had
been condensed by melancholy, yet made her wish to be silent.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_016,optimism,optimism
"She feared this event might hasten the return of her husband,
and prevent her putting into execution a plan she had determined on.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_013,fear,fear
"When she could not any longer indulge the caprices of fancy one way, she
tried another.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_002,neutral,neutral
"One evening a man who stood weeping in a little lane, near the house she
resided in, caught her eye.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_035,neutral,neutral
"She felt the
rain, and turned to her solitary home.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_044,neutral,neutral
"Her voice was
but the shadow of a sound, and she had, to complete her delicacy, so
relaxed her nerves, that she became a mere nothing.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_001,neutral,neutral
"She pleased his
mother; she inchanted him.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_042,neutral,neutral
"and if Ann
had been in tolerable health she would have flown with her to some
remote corner to have escaped from him.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_027,neutral,neutral
"Henry's illness was not alarming, it was rather pleasing, as it gave
Mary an excuse to herself for shewing him how much she was interested
about him; and giving little artless proofs of affection, which the
purity of her heart made her never wish to restrain.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_021,neutral,neutral
"Her intention of leaving that part of the country, had much more weight
with him, than Mary's arguments, drawn from motives of philanthropy and
friendship; this was a language he did not understand; expressive of
occult qualities he never thought of, as they could not be seen or
felt.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_011,neutral,neutral
"The soul retired to the citadel; but it was not
now solely filled by the image of her who in silent despair watched for
his last breath.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_046,neutral,neutral
"Ann only felt
gratitude ; her heart was entirely engrossed by one object, and
friendship could not serve as a substitute; memory officiously retraced
past scenes, and unavailing wishes made time loiter.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_006,gratitude,gratitude
"Mary still continued weak and low, though it was spring, and all nature
began to look gay; with more than usual brightness the sun shone, and a
little robin which she had cherished during the winter sung one of his
best songs.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_037,admiration,admiration
"Besides, as there was nothing alluring in her
dress or manner, they never dreamt of her being preferred to them.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_019,neutral,neutral
"I will work, she cried, do any thing rather than be a slave.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_035,neutral,neutral
"The orient pearls were strewed around--she hailed the morn, and sung
with wild delight, Glory to God on high, good will towards men.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_008,joy,joy
"Her benevolence, indeed, knew no bounds; the distress of others carried
her out of herself; and she rested not till she had relieved or
comforted them.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_007,admiration,admiration
"She then descended into the cabin, regardless of the surrounding
beauties of nature, and throwing herself on her bed in the little hole
which was called the state-room--she wished to forget her existence.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_031,neutral,neutral
"Her heart longed to receive a new guest; there was a void in it:
accustomed to have some one to love, she was alone, and comfortless, if
not engrossed by a particular affection.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_025,sadness,sadness
"She would then imagine that she looked sickly or unhappy, and then all
her tenderness would return like a torrent, and bear away all
reflection.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_006,neutral,neutral
"She looked;
her countenance was still vacant--her sensibility was absorbed by one
object.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_045,neutral,neutral
"Two months were elapsed; she had not seen, or heard from Henry.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_036,neutral,neutral
"Neglected in every respect, and left to the operations of her own
mind, she considered every thing that came under her inspection, and
learned to think.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_003,neutral,neutral
"Mary was often hurt by the involuntary indifference which these
consequences produced.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_006,sadness,sadness
"It was the will of Providence that Mary should experience almost every
species of sorrow.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_012,sadness,sadness
"The
conflict was too violent for his present state of health; the spirit was
willing, but the body suffered; he lost his appetite, and looked
wretchedly; his spirits were calmly low--the world seemed to fade
away--what was that world to him that Mary did not inhabit; she lived
not for him.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_029,sadness,sadness
"Mary did not choose to explain herself; had Ann lived, it is probable
she would never have loved Henry so fondly; but if she had, she could
not have talked of her passion to any human creature.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_035,neutral,neutral
"He saw him soon after his arrival in his
native country, and prevented his hastening to enquire into the reasons
of Mary's strange conduct.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_047,neutral,neutral
"The wandering spirits, which she
imagined inhabited every part of nature, were her constant friends and
confidants.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_004,neutral,neutral
"She knew none of the inhabitants of the vast city to which
she was going: the mass of buildings appeared to her a huge body without
an informing soul.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_034,neutral,neutral
"Mary, who only thought of
her, determined to cultivate their acquaintance, as she knew, that if
her mind could be diverted, her body might gain strength.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_015,neutral,neutral
"My Mary, will you be comforted?","Mary, A Fiction",Mary Wollstonecraft,1798,MW_046,caring,caring
"When more cheerful, she
admired the various dispositions of light and shade, the beautiful tints
the gleams of sunshine gave to the distant hills; then she rejoiced in
existence, and darted into futurity.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_007,admiration,admiration
"Yet a little while am I parted from
my Ann--I could not exist without the hope of seeing her again--I could
not bear to think that time could wear away an affection that was
founded on what is not liable to perish; you might as well attempt to
persuade me that my soul is matter, and that its feelings arose from
certain modifications of it.""","Mary, A Fiction",Mary Wollstonecraft,1798,MW_028,neutral,neutral
"She delighted to receive benefits
through the medium of her fellow creatures; but to receive them from
Henry was exquisite pleasure.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_042,joy,joy
"While she was with him a young gentleman,
son to a man of property in the neighbourhood, took particular notice of
her.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_005,neutral,neutral
"Near to her father's house was a range of mountains; some of them were,
literally speaking, cloud-capt, for on them clouds continually rested,
and gave grandeur to the prospect; and down many of their sides the
little bubbling cascades ran till they swelled a beautiful river.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_007,neutral,neutral
"It is only on that account, for I
never suffer her to be with any one but in my company,"" added she,
sitting more erect; and a smile of self-complacency dressed her
countenance.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_018,neutral,neutral
"Her
maid, a well-looking girl, had captivated the clerk of a neighbouring
compting-house.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_021,admiration,admiration
"Mary thought of both the subjects, the
Romish tenets, and the deistical doubts; and though not a sceptic,
thought it right to examine the evidence on which her faith was built.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_016,neutral,neutral
"She planted, in imitation of those susceptible souls, a rose bush; but
there was not a lover to weep in concert with her, when she watered it
with her tears.--Alas!","Mary, A Fiction",Mary Wollstonecraft,1798,MW_002,neutral,neutral
"an account of what had passed since she had
dropped his correspondence.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_047,neutral,neutral
"In these
little huts she frequently rested, and denied herself every childish
gratification, in order to relieve the necessities of the inhabitants.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_007,neutral,neutral
"The Ladies prevailed on her to
spend the evening with them; but she retired very early to rest, and sat
on the side of her bed several hours, then threw herself on it, and
waited for the dreaded to-morrow.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_027,neutral,neutral
Her delicate state of health did not promise long life.,"Mary, A Fiction",Mary Wollstonecraft,1798,MW_048,neutral,neutral
"This castle had been inhabited by some of her ancestors; and many tales
had the old house-keeper told her of the worthies who had resided there.","Mary, A Fiction",Mary Wollstonecraft,1798,MW_007,neutral,neutral
"Shade of my loved Ann! dost thou ever visit thy poor Mary?
Refined spirit, thou wouldst weep, could angels weep, to see her
struggling with passions she cannot subdue; and feelings which corrode
her small portion of comfort!""","Mary, A Fiction",Mary Wollstonecraft,1798,MW_037,love,love
