,character
26134,perry
26135,emma
26136,jane
26137,perry
26138,fairfax
26139,emma
26140,bates
26141,jane
26142,do;—miss bates
26143,miss bates
26144,jane
26145,miss bates
26146,miss bates
26147,jane
26148,elton
26149,perry
26150,jane
26151,emma
26152,eltons
26153,perrys
26154,coles
26155,bates
26156,miss bates
26157,jane
26158,emma
26159,miss bates
26160,miss bates
26161,jane
26162,emma
26163,jane fairfax
26164,jane
26165,knightley
26166,jane fairfax
26167,churchill
26168,emma
26169,weston
26170,churchill
26171,emma
26172,weston
26173,weston
26174,emma
26175,weston
26176,emma
26177,weston
26178,"no,”—he"
26179,emma
26180,emma
26181,weston
26182,emma
26183,emma
26184,emma
26185,emma
26186,worse.—if
26187,emma
26188,frank
26189,weston
26190,frank
26191,emma
26192,weston
26193,emma
26194,weston
26195,emma
26196,frank churchill
26197,weston
26198,emma
26199,frank churchill
26200,emma
26201,harriet
26202,weston
26203,emma
26204,frank churchill
26205,fairfax
26206,emma
26207,weston
26208,emma
26209,emma
26210,emma
26211,emma
26212,weston
26213,emma
26214,weston
26215,weston
26216,weston
26217,weston
26218,emma
26219,emma
26220,weston
26221,emma
26222,emma
26223,her.—“mrs
26224,jane
26225,emma
26226,emma
26227,weston
26228,emma
26229,churchill
26230,churchill
26231,emma
26232,harriet
26233,frank
26234,bates
26235,emma
26236,dixon
26237,emma
26238,weston
26239,weston
26240,fairfax
26241,weston
26242,emma
26243,churchill
26244,frank
26245,emma
26246,jane
26247,weston
26248,weston
26249,emma
26250,frank
26251,emma
26252,frank
26253,xi “harriet
26254,harriet!”—those
26255,emma
26256,frank churchill
26257,harriet
26258,knightley
26259,emma
26260,harriet smith
26261,harriet
26262,frank churchill
26263,harriet
26264,frank churchill
26265,jane
26266,prosperous.—emma
26267,jealousy.—in jane’s
26268,jealousy.—in jane’s
26269,jane fairfax
26270,harriet
26271,emma
26272,harriet
26273,weston
26274,churchill
26275,emma
26276,harriet
26277,harriet
26278,weston
26279,harriet
26280,weston
26281,harriet
26282,emma
26283,harriet
26284,weston
26285,weston
26286,emma
26287,jane fairfax
26288,frank churchill
26289,harriet
26290,emma
26291,frank churchill
26292,harriet
26293,emma
26294,emma
26295,harriet
26296,might.—you
26297,emma
26298,harriet
26299,"frank
churchill’s"
26300,jane fairfax
26301,harriet
26302,frank churchill
26303,emma
26304,emma
26305,harriet
26306,emma
26307,frank churchill
26308,frank churchill
26309,emma
26310,knightley
26311,emma
26312,frank churchill
26313,frank churchill
26314,harriet
26315,harriet
26316,frank churchill
26317,elton
26318,emma
26319,emma
26320,emma
26321,frank churchill
26322,knightley
26323,"miss
woodhouse"
26324,harriet
26325,emma
26326,knightley
26327,harriet
26328,emma
26329,harriet
26330,knightley
26331,frank churchill
26332,harriet
26333,harriet
26334,harriet
26335,knightley
26336,emma
26337,kindness.—for
26338,harriet
26339,harriet
26340,harriet
26341,jane fairfax
26342,knightley
26343,harriet
26344,"harriet’s
detail.—methodical"
26345,knightley
26346,harriet
26347,harriet
26348,harriet
26349,emma
26350,emma
26351,harriet
26352,harriet
26353,emma
26354,harriet
26355,emma
26356,emma
26357,emma
26358,emma
26359,harriet
26360,emma
26361,harriet
26362,martin
26363,harriet
26364,martin
26365,martin
26366,martin
26367,harriet
26368,"miss
woodhouse"
26369,emma
26370,harriet
26371,knightley
26372,emma
26373,harriet
26374,emma
26375,knightley
26376,"frank
churchill"
26377,frank churchill
26378,knightley.—every
26379,knightley.—every
26380,harriet
26381,harriet
26382,knightley
26383,harriet smith!—it
26384,frank churchill
26385,jane fairfax
26386,knightley
26387,harriet
26388,emma
26389,harriet
26390,knightley!—how
26391,harriet
26392,elton
26393,knightley’s.—alas
26394,harriet
26395,emma
26396,knightley
26397,isabella
26398,isabella
26399,harriet smith
26400,knightley
26401,miss bates
26402,harriet
26403,harriet
26404,knightley
26405,donwell
26406,knightley
26407,harriet
26408,harriet
26409,emma
26410,weston
26411,emma
26412,weston
26413,emma
26414,weston
26415,bates
26416,bates
26417,emma
26418,weston
26419,fairfax
26420,churchill
26421,weston
26422,fairfax
26423,emma
26424,weston
26425,jane
26426,weston
26427,weston
26428,weston
26429,weston
26430,emma
26431,emma
26432,campbell
26433,emma
26434,emma
26435,emma
26436,emma
26437,weston
26438,weston
26439,frank
26440,emma
26441,weston
26442,emma
26443,weston
26444,emma
26445,weston
26446,weston
26447,emma
26448,fairfax
26449,knightley
26450,harriet smith
26451,dixon
26452,jane
26453,frank churchill’s
26454,jane fairfax’s
26455,woodhouse
26456,weston
26457,knightley
26458,weston
26459,knightley
26460,weston
26461,churchill
26462,miss
26463,knightley
26464,harriet
26465,harriet
26466,harriet
26467,emma
26468,emma
26469,perry
26470,knightley
26471,fairfax
26472,frank churchill
26473,emma
26474,goddard
26475,weston
26476,emma
26477,emma
26478,yorkshire
26479,emma
26480,emma
26481,much.—he
26482,emma
26483,much.—he
26484,jane
26485,knightley
26486,emma
26487,weston
26488,frank
26489,emma
26490,knightley
26491,jane fairfax’s
26492,churchill
26493,emma
26494,emma
26495,harriet
26496,emma
26497,emma
26498,knightley
26499,emma
26500,emma
26501,perry
26502,knightley
26503,knightley.—“emma
26504,emma
26505,emma
26506,emma
26507,emma
26508,emma
26509,emma
26510,emma
26511,harriet
26512,harriet
26513,harriet
26514,harriet
26515,harriet
26516,emma
26517,harriet
26518,knightley
26519,emma
26520,frank churchill’s
26521,"frank
churchill"
26522,frank churchill.—he
26523,emma
26524,"frank
churchill"
26525,frank churchill.—he
26526,emma
26527,frank churchill
26528,frank churchill
26529,isabella
26530,emma
26531,jane fairfax.—then
26532,frank churchill
26533,emma
26534,churchill
26535,frank churchill’s
26536,emma
26537,frank churchill
26538,emma
26539,woodhouse
26540,perry
26541,knightley
26542,emma
26543,harriet
26544,knightley
26545,knightley
26546,harriet
26547,brunswick
26548,harriet
26549,harriet
26550,harriet
26551,knightley
26552,frank churchill
26553,weston
26554,frank
26555,weston
26556,emma
26557,weston
26558,frank
26559,weston
26560,emma
26561,perry
26562,wes
26563,ton
26564,fairfax
26565,elton
26566,miss
26567,emma
26568,emma woodhouse
26569,miss f—
26570,be.—it
26571,miss w.
26572,miss f.
26573,known.—we
26574,miss w.
26575,elton
26576,known.—‘jane
26577,add?—too
26578,smallridge
26579,w.
26580,son
26581,f. c. weston
26582,emma
26583,weston
26584,weston
26585,fairfax
26586,knightley
26587,weston
26588,knightley
26589,knightley
26590,weston
26591,emma
26592,knightley
26593,weston
26594,weston
26595,emma
26596,finesse
26597,my emma
26598,finesse
26599,my emma
26600,emma
26601,harriet
26602,indeed!—i
26603,frank churchill’s
26604,jane fairfax’s
26605,emma
26606,knightley
26607,knightley
26608,smallridge
26609,elton’s
26610,elton
26611,emma
26612,elton
26613,"frank
churchill"
26614,emma
26615,knightley
26616,emma
26617,emma
26618,knightley
26619,woodhouse
26620,woodhouse
26621,emma
26622,donwell
26623,william larkins
26624,emma
26625,william larkins
26626,emma
26627,donwell abbey
26628,emma
26629,donwell abbey
26630,knightley
26631,jane fairfax
26632,harriet
26633,emma
26634,harriet
26635,emma
26636,harriet
26637,knightley
26638,elton
26639,knightley
26640,harriet
26641,emma
26642,harriet
26643,harriet
26644,emma
26645,emma
26646,isabella
26647,john knightley
26648,wingfield
26649,harriet
26650,emma
26651,woodhouse
26652,harriet
26653,emma
26654,knightley
26655,harriet
26656,goddard
26657,emma
26658,harriet
26659,weston
26660,jane
26661,jane
26662,jane
26663,patty
26664,miss bates
26665,jane
26666,sufficient.—emma
26667,emma
26668,elton
26669,bates
26670,elton
26671,miss bates
26672,emma
26673,elton
26674,elton
26675,elton
26676,bates
26677,s.
26678,emma
26679,bates
26680,emma
26681,weston
26682,perry
26683,jane
26684,bates
26685,emma
26686,perry
26687,perry
26688,some.—so
26689,bates
26690,emma
26691,bates
26692,emma
26693,miss woodhouse
26694,jane
26695,elton
26696,emma
26697,jane
26698,elton
26699,elton
26700,other.—the
26701,e.
26702,know.—oh
26703,miss bates
26704,emma
26705,elton
26706,e.
26707,knightley
26708,emma
26709,e.
26710,knightley
26711,emma
26712,knightley
26713,elton
26714,jane
26715,bragge
26716,jane
26717,jane
26718,elton
26719,elton
26720,appeared.—here
26721,elton
26722,donwell
26723,e.
26724,donwell
26725,e.
26726,emma
26727,elton
26728,e.
26729,harry
26730,hodges
26731,wright
26732,wright
26733,william larkins
26734,elton
26735,him.—william
26736,william
26737,emma
26738,elton
26739,william larkins
26740,elton
26741,william larkins
26742,jane
26743,emma
26744,emma
26745,you.—so
26746,campbell
26747,emma
26748,jane
26749,churchill
26750,churchill
26751,weston
26752,emma
26753,weston
26754,isabella
26755,weston
26756,weston
26757,weston
26758,la baronne d’almane
26759,la comtesse
26760,theodore
26761,knightley
26762,emma
26763,emma
26764,emma
26765,taylor
26766,emma
26767,anna weston
26768,taylor
26769,knightley
26770,knightley
26771,knightley
26772,elton
26773,emma
26774,harriet smith
26775,emma
26776,emma
26777,isabella
26778,harriet
26779,isabella
26780,harriet
26781,emma
26782,harriet
26783,john knightley
26784,john
26785,knightley
26786,emma
26787,john
26788,emma
26789,emma
26790,emma
26791,emma
26792,emma
26793,emma
26794,john
26795,john
26796,weston
26797,woodhouse
26798,emma
26799,knightley
26800,knightley
26801,knightley
26802,knightley
26803,weston
26804,isabella
26805,emma
26806,isabella
26807,weston
26808,knightley
26809,knightley
26810,knightley?—who
26811,knightley
26812,knightley
26813,woodhouse
26814,emma
26815,knightley
26816,isabella
26817,weston
26818,woodhouse
26819,weston
26820,emma
26821,knightley
26822,emma
26823,emma
26824,emma
26825,woodhouse
26826,frank
26827,emma
26828,weston
26829,weston
26830,weston
26831,jane
26832,miss bates
26833,perry
26834,elton
26835,elton
26836,knightley
26837,elton
26838,knightley
26839,elton
26840,donwell
26841,knightley
26842,xviii time
26843,emma
26844,knightley
26845,emma
26846,emma
26847,"harriet
smith"
26848,robert martin
26849,emma
26850,knightley
26851,"robert
martin"
26852,robert martin
26853,emma
26854,knightley
26855,robert martin
26856,emma
26857,harriet smith
26858,robert martin
26859,knightley
26860,john
26861,astley
26862,astley
26863,henry
26864,john
26865,miss smith
26866,robert
26867,harriet
26868,robert martin’s
26869,john knightley
26870,john
26871,miss smith
26872,smith
26873,emma
26874,"william
larkins"
26875,robert martin
26876,harriet
26877,knightley
26878,emma
26879,knightley
26880,emma
26881,knightley
26882,harriet
26883,knightley
26884,robert martin
26885,emma
26886,harriet
26887,robert martin
26888,knightley
26889,martin
26890,harriet
26891,goddard
26892,goddard
26893,emma
26894,harriet
26895,robert martin’s
26896,robert martin’s
26897,martin
26898,emma
26899,harriet
26900,james
26901,harriet
26902,robert martin
26903,knightley
26904,knightley
26905,weston
26906,woodhouse
26907,frank
26908,fairfax
26909,weston
26910,emma
26911,emma
26912,frank churchill
26913,jane
26914,weston
26915,"frank
churchill"
26916,weston
26917,emma
26918,jane
26919,weston
26920,emma
26921,miss
26922,emma
26923,knightley
26924,emma
26925,jane
26926,emma
26927,emma
26928,emma
26929,weston
26930,perry
26931,weston
26932,woodhouse
26933,perry
26934,perry
26935,frank churchill
26936,perry
26937,perry
26938,frank churchill
26939,emma
26940,perry
26941,now?—has
26942,emma
26943,jane
26944,jane
26945,me!—they
26946,emma
26947,jane
26948,frank churchill
26949,knightley
26950,emma
26951,harriet
26952,knightley
26953,harriet
26954,robert martin
26955,knightley
26956,harriet
26957,robert martin
26958,knightley
26959,harriet
26960,emma
26961,emma
26962,harriet
26963,robert martin
26964,emma
26965,emma
26966,knightley
26967,elton!—the
26968,emma
26969,robert martin
26970,harriet
26971,emma
26972,emma
26973,emma
26974,emma
26975,harriet
26976,robert martin
26977,elton
26978,elton
26979,herself.—robert martin
26980,harriet smith
26981,jane fairfax
26982,churchills
26983,emma
26984,knightley.—they
26985,john
26986,isabella
26987,plan.—john
26988,isabella
26989,woodhouse
26990,woodhouse
26991,knightleys
26992,woodhouse
26993,weston
26994,woodhouse
26995,weston
26996,knightleys
26997,john knightley
26998,elton
26999,robert martin
27000,knightley
27001,miss woodhouse
27002,elton
27003,tle white satin
27004,finis chapter i.
27005,bennet
27006,bennet
27007,long
27008,bennet
27009,copyright 1894
27010,george allen
27011,long
27012,morris
27013,michaelmas
27014,bennet
27015,bingley
27016,bingley
27017,bingley
27018,william
27019,lady lucas
27020,bingley
27021,lizzy
27022,lizzy
27023,jane
27024,lizzy
27025,bennet
27026,bennet
27027,copyright 1894
27028,george allen
27029,bingley
27030,copyright 1894
27031,george allen
27032,bennet
27033,bingley
27034,bingley
27035,bingley
27036,lizzy
27037,bingley
27038,elizabeth
27039,long
27040,long
27041,bennet
27042,bennet
27043,kitty
27044,kitty
27045,kitty
27046,lizzy
27047,long
27048,bingley
27049,bennet
27050,long
27051,bennet
27052,mary
27053,mary
27054,mary
27055,bingley
27056,mary
27057,mary
27058,bingley
27059,bingley
27060,bennet
27061,kitty
27062,bennet
27063,bingley
27064,lydia
27065,"the
youngest"
27066,bennet
27067,bennet
27068,bingley
27069,william
27070,bingley
27071,bingley
27072,bennet
27073,bingley
27074,bennet
27075,bennet
27076,bingley
27077,bennet
27078,copyright 1894
27079,george allen
27080,bingley
27081,bingley
27082,bingley
27083,hurst
27084,darcy
27085,hurst
27086,darcy
27087,bingley
27088,bingley
27089,darcy
27090,hurst
27091,bingley
27092,bennet
27093,elizabeth bennet
27094,darcy
27095,bingley
27096,darcy
27097,darcy
27098,darcy
27099,copyright 1894
27100,george allen
27101,elizabeth
27102,bingley
27103,darcy
27104,elizabeth
27105,bingley
27106,jane
27107,elizabeth
27108,jane
27109,mary
27110,bingley
27111,catherine
27112,lydia
27113,bennet
27114,bennet
27115,jane
27116,bingley
27117,bingley
27118,lucas
27119,jane
27120,maria lucas
27121,jane
27122,lizzy
27123,bennet
27124,hurst
27125,bennet
27126,darcy
27127,lizzy
27128,jane
27129,elizabeth
27130,bingley
27131,elizabeth
27132,bingley
27133,elizabeth
27134,bingley
27135,bingley
27136,bingley
27137,miss bingley
27138,hurst
27139,bingley
27140,darcy
27141,bingley
27142,darcy
27143,darcy
27144,darcy
27145,bingley
27146,darcy
27147,darcy
27148,miss bennet
27149,darcy
27150,bennet
27151,darcy
27152,bennet
27153,hurst
27154,bennet
27155,copyright 1894
27156,george allen
27157,william lucas
27158,lucas lodge
27159,lady lucas
27160,bennet
27161,elizabeth
27162,lucases
27163,bennet
27164,bingley
27165,jane
27166,did_--i
27167,robinson
27168,robinson
27169,robinson
27170,miss bennet
27171,bennet
27172,darcy
27173,lizzy
27174,long
27175,copyright 1894
27176,george allen
27177,jane
27178,darcy
27179,miss bingley
27180,jane
27181,long
27182,long
27183,long
27184,lucas
27185,lizzy
27186,lucas
27187,elizabeth
27188,pride
27189,mary
27190,elizabeth
27191,pride
27192,mary
27193,darcy
27194,bennet
27195,hurst
27196,miss bingley
27197,jane
27198,elizabeth
27199,jane
27200,jane
27201,jane
27202,miss
27203,lucas
27204,jane
27205,jane
27206,jane
27207,elizabeth
27208,jane
27209,vingt
27210,charlotte
27211,jane
27212,bingley
27213,elizabeth
27214,darcy
27215,william lucas
27216,darcy
27217,forster
27218,darcy
27219,william lucas
27220,darcy
27221,forster
27222,darcy
27223,copyright 1894
27224,"george
allen"
27225,lucas
27226,elizabeth
27227,darcy
27228,forster
27229,meryton
27230,lucas
27231,lucas
27232,darcy
27233,mary
27234,mary
27235,elizabeth
27236,mary
27237,mary
27238,darcy
27239,william lucas
27240,william
27241,began:--
27242,darcy
27243,william
27244,darcy
27245,darcy
27246,elizabeth
27247,miss eliza
27248,darcy
27249,darcy
27250,darcy
27251,elizabeth
27252,william
27253,darcy
27254,elizabeth
27255,william
27256,eliza
27257,darcy
27258,elizabeth
27259,miss eliza
27260,elizabeth
27261,bingley
27262,darcy
27263,elizabeth bennet
27264,elizabeth bennet
27265,miss bingley
27266,copyright 1894
27267,george allen
27268,bennet
27269,bennet
27270,philips
27271,catherine
27272,meryton
27273,philips
27274,philips
27275,catherine
27276,lydia
27277,carter
27278,bennet
27279,bennet
27280,forster
27281,william
27282,forster
27283,carter
27284,watson
27285,bennet
27286,miss bennet
27287,bennet
27288,jane
27289,jane
27290,bingley
27291,jane
27292,louisa
27293,tête-à-tête
27294,lydia
27295,bennet
27296,jane
27297,elizabeth
27298,bingley
27299,elizabeth
27300,bingley
27301,bennet
27302,elizabeth
27303,jane
27304,jane
27305,jane
27306,bennet
27307,lizzie
27308,jones
27309,bennet
27310,elizabeth
27311,bingley
27312,elizabeth
27313,jane
27314,jane
27315,lizzy
27316,mary
27317,catherine
27318,lydia
27319,elizabeth
27320,lydia
27321,carter
27322,elizabeth
27323,jane
27324,hurst
27325,bingley
27326,elizabeth
27327,darcy
27328,hurst
27329,"miss
bennet"
27330,elizabeth
27331,jane
27332,miss bingley
27333,elizabeth
27334,miss bingley
27335,elizabeth
27336,elizabeth
27337,jane
27338,elizabeth
27339,elizabeth
27340,bingley
27341,jane
27342,bingley
27343,elizabeth
27344,elizabeth
27345,bingley
27346,jane
27347,jane
27348,elizabeth
27349,jane
27350,bingley
27351,darcy
27352,elizabeth
27353,darcy
27354,hurst
27355,elizabeth
27356,jane
27357,miss bingley
27358,hurst
27359,louisa
27360,louisa
27361,elizabeth bennet
27362,darcy
27363,miss bingley
27364,darcy
27365,miss bingley
27366,hurst
27367,"jane bennet,--she"
27368,meryton
27369,cheapside
27370,darcy
27371,cheapside
27372,darcy
27373,bingley
27374,elizabeth
27375,hurst
27376,miss bingley
27377,elizabeth
27378,elizabeth
27379,elizabeth
27380,miss bingley
27381,darcy
27382,charles
27383,pemberley
27384,pemberley
27385,charles
27386,pemberley
27387,pemberley
27388,pemberley
27389,darcy
27390,charles
27391,caroline
27392,pemberley
27393,elizabeth
27394,bingley
27395,darcy
27396,miss bingley
27397,elizabeth bennet
27398,bingley
27399,charles
27400,darcy
27401,miss bingley
27402,elizabeth
27403,darcy
27404,darcy
27405,hurst
27406,miss bingley
27407,hurst
27408,elizabeth
27409,miss bingley
27410,darcy
27411,bingley
27412,elizabeth
27413,jones
27414,jones
27415,miss bennet
27416,bingley
27417,copyright 1894
27418,george allen
27419,elizabeth
27420,bingley
27421,bingley
27422,jane
27423,bennet
27424,jane
27425,bennet
27426,netherfield
27427,jane
27428,bennet
27429,bennet
27430,jones
27431,miss bingley
27432,bennet
27433,bennet
27434,bingley
27435,netherfield
27436,netherfield
27437,elizabeth
27438,netherfield
27439,elizabeth
27440,lizzy
27441,darcy
27442,bennet
27443,darcy
27444,bennet
27445,bingley
27446,darcy
27447,elizabeth
27448,darcy
27449,elizabeth
27450,darcy
27451,elizabeth
27452,darcy
27453,elizabeth
27454,charlotte lucas
27455,william
27456,bingley
27457,bingley
27458,bingley
27459,jane
27460,jane
27461,gardiner
27462,elizabeth
27463,darcy
27464,darcy
27465,elizabeth
27466,bingley
27467,jane
27468,lizzy
27469,bingley
27470,bennet
27471,bingley
27472,jane
27473,lizzy
27474,bingley
27475,bennet
27476,bingley
27477,lydia
27478,bingley
27479,jane
27480,carter
27481,bennet
27482,elizabeth
27483,jane
27484,darcy
27485,bingley
27486,hurst
27487,"miss
bingley"
27488,elizabeth
27489,darcy
27490,miss bingley
27491,hurst
27492,bingley
27493,hurst
27494,darcy
27495,miss bingley
27496,hurst
27497,bingley
27498,hurst
27499,elizabeth
27500,darcy
27501,darcy
27502,darcy
27503,darcy
27504,caroline
27505,darcy
27506,miss bingley
27507,charles
27508,bingley
27509,elizabeth
27510,darcy
27511,bingley
27512,elizabeth
27513,darcy
27514,netherfield
27515,elizabeth
27516,bingley
27517,bingley
27518,darcy
27519,darcy
27520,darcy
27521,miss bennet
27522,darcy
27523,bingley
27524,miss bennet
27525,darcy
27526,darcy
27527,darcy
27528,elizabeth
27529,bingley
27530,"miss
bennet"
27531,elizabeth
27532,darcy
27533,miss bennet
27534,elizabeth
27535,darcy
27536,darcy
27537,bingley
27538,elizabeth
27539,bingley
27540,elizabeth
27541,hurst
27542,elizabeth
27543,darcy
27544,miss bingley
27545,darcy
27546,elizabeth
27547,miss bennet
27548,elizabeth
27549,darcy
27550,bingley
27551,jane
27552,elizabeth
27553,bingley
27554,jane
27555,elizabeth
27556,darcy
27557,copyright 1894
27558,george allen
27559,elizabeth
27560,hurst
27561,elizabeth
27562,miss bingley
27563,hurst
27564,darcy
27565,elizabeth
27566,darcy
27567,elizabeth
27568,jane
27569,copyright 1894
27570,george allen
27571,jane
27572,copyright 1894
27573,george allen
27574,elizabeth
27575,elizabeth
27576,jane
27577,bingley
27578,darcy
27579,miss bennet
27580,hurst
27581,elizabeth
27582,hurst
27583,darcy
27584,hurst
27585,darcy
27586,miss bingley
27587,hurst
27588,"miss
bennet"
27589,bingley
27590,darcy
27591,miss bennet
27592,charles
27593,netherfield
27594,darcy
27595,caroline
27596,bingley
27597,darcy
27598,elizabeth
27599,elizabeth
27600,bingley
27601,darcy
27602,elizabeth
27603,elizabeth
27604,elizabeth
27605,bingley
27606,darcy
27607,miss bingley
27608,elizabeth
27609,darcy
27610,darcy
27611,elizabeth
27612,miss bingley
27613,elizabeth
27614,elizabeth
27615,elizabeth
27616,darcy
27617,miss bingley
27618,darcy
27619,darcy
27620,elizabeth
27621,miss bingley
27622,louisa
27623,hurst
27624,darcy
27625,elizabeth
27626,elizabeth
27627,bennet
27628,jane
27629,elizabeth
27630,bingley
27631,elizabeth
27632,bennet
27633,bingley
27634,elizabeth
27635,jane
27636,bingley
27637,netherfield
27638,jane
27639,bingley
27640,miss bennet
27641,jane
27642,darcy
27643,elizabeth
27644,"miss
bingley"
27645,bingley
27646,elizabeth
27647,jane
27648,netherfield
27649,elizabeth
27650,bennet
27651,jane
27652,jane
27653,jane
27654,elizabeth
27655,mary
27656,catherine
27657,lydia
27658,forster
27659,bennet
27660,charlotte lucas
27661,bennet
27662,jane
27663,bingley
27664,lydia
27665,bingley
27666,collins
27667,collins
27668,jane
27669,elizabeth
27670,bennet
27671,collins
27672,longbourn
27673,kent
27674,bennet
27675,catherine de bourgh
27676,"lewis
 de bourgh"
27677,de bourgh
27678,lady catherine
27679,bennet
27680,lady catherine
27681,jane
27682,elizabeth
27683,catherine
27684,mary
27685,catherine
27686,collins
27687,collins
27688,bennet
27689,collins
27690,bennet
27691,collins
27692,collins
27693,bennet
27694,bennet
27695,bennet
27696,catherine de bourgh’s
27697,bennet
27698,collins
27699,lady catherine
27700,lady catherine
27701,bennet
27702,bennet
27703,lady catherine
27704,miss de bourgh
27705,lady catherine
27706,lady catherine
27707,bennet
27708,bennet
27709,elizabeth
27710,bennet
27711,collins
27712,kitty
27713,richard
27714,forster
27715,denny
27716,lydia
27717,collins
27718,bennet
27719,bennet
27720,collins
27721,bennet
27722,collins
27723,bennet
27724,collins
27725,"lady catherine de
bourgh"
27726,longbourn
27727,bennet
27728,tête-à-tête
27729,bennet
27730,jane
27731,collins
27732,jane
27733,elizabeth
27734,bennet
27735,elizabeth
27736,jane
27737,collins
27738,jane
27739,elizabeth
27740,bennet
27741,elizabeth
27742,jane
27743,bennet
27744,meryton
27745,mary
27746,collins
27747,bennet
27748,collins
27749,bennet
27750,elizabeth
27751,collins
27752,collins
27753,denny
27754,kitty
27755,denny
27756,wickham
27757,denny
27758,wickham
27759,darcy
27760,bingley
27761,miss bennet
27762,darcy
27763,elizabeth
27764,elizabeth
27765,wickham
27766,darcy
27767,bingley
27768,denny
27769,wickham
27770,philips
27771,lydia
27772,philips
27773,jones
27774,collins
27775,jane
27776,jones
27777,collins
27778,jane
27779,philips
27780,denny
27781,wickham
27782,kitty
27783,philipses
27784,philips
27785,collins
27786,elizabeth
27787,jane
27788,jane
27789,collins
27790,bennet
27791,"lady
catherine"
27792,collins
27793,bennet
27794,wickham
27795,collins
27796,philips
27797,rosings
27798,lady catherine
27799,lady catherine
27800,philips
27801,wickham
27802,elizabeth
27803,wickham
27804,copyright 1894
27805,george allen
27806,wickham
27807,copyright 1894
27808,george allen
27809,wickham
27810,elizabeth
27811,wickham
27812,collins
27813,philips
27814,philips
27815,wickham
27816,elizabeth
27817,wickham
27818,elizabeth
27819,darcy
27820,wickham
27821,netherfield
27822,darcy
27823,elizabeth
27824,elizabeth
27825,elizabeth
27826,miss bennet
27827,darcy
27828,elizabeth
27829,wickham
27830,netherfield
27831,wickham
27832,wickham
27833,darcy
27834,miss bennet
27835,darcy
27836,darcy
27837,miss bennet
27838,darcy
27839,darcy
27840,elizabeth
27841,wickham
27842,denny
27843,darcy
27844,elizabeth
27845,darcy
27846,elizabeth
27847,darcy
27848,darcy
27849,elizabeth
27850,philips
27851,darcy
27852,darcy
27853,philips
27854,darcy
27855,darcy
27856,darcy
27857,darcy
27858,elizabeth
27859,darcy
27860,pride
27861,darcy
27862,darcy
27863,elizabeth
27864,bingley
27865,bingley
27866,bingley
27867,bingley
27868,bingley
27869,bingley
27870,darcy
27871,darcy
27872,collins
27873,elizabeth
27874,philips
27875,philips
27876,catherine de bourgh
27877,wickham
27878,collins
27879,elizabeth
27880,de bourgh
27881,lady catherine de bourgh
27882,collins
27883,lady catherine de bourgh
27884,lady anne darcy
27885,darcy
27886,lady catherine
27887,miss de bourgh
27888,elizabeth
27889,"miss
bingley"
27890,elizabeth
27891,miss bingley
27892,collins
27893,lady catherine
27894,elizabeth
27895,philips
27896,elizabeth
27897,wickham
27898,collins
27899,lydia
27900,collins
27901,philips
27902,elizabeth
27903,jane
27904,jane
27905,darcy
27906,wickham
27907,jane
27908,darcy
27909,bingley
27910,wickham
27911,jane
27912,lizzy
27913,darcy
27914,bingley
27915,wickham
27916,darcy
27917,jane
27918,bingley
27919,bennet
27920,elizabeth
27921,bennet
27922,elizabeth
27923,bennet
27924,netherfield
27925,bennet
27926,bingley
27927,jane
27928,elizabeth
27929,wickham
27930,darcy
27931,catherine
27932,lydia
27933,elizabeth
27934,wickham
27935,mary
27936,elizabeth
27937,collins
27938,bingley
27939,lady catherine de bourgh
27940,elizabeth
27941,jane
27942,elizabeth
27943,elizabeth
27944,jane
27945,elizabeth
27946,collins
27947,wickham
27948,collins
27949,elizabeth
27950,collins
27951,miss bennets
27952,elizabeth
27953,wickham
27954,kitty
27955,elizabeth
27956,wickham
27957,darcy
27958,bingleys
27959,denny
27960,elizabeth
27961,darcy
27962,wickham
27963,darcy
27964,bingley
27965,elizabeth
27966,collins
27967,darcy
27968,charlotte
27969,charlotte
27970,darcy
27971,elizabeth
27972,darcy
27973,darcy
27974,elizabeth
27975,elizabeth
27976,darcy
27977,wickham
27978,elizabeth
27979,darcy
27980,william lucas
27981,darcy
27982,miss eliza
27983,darcy;--but
27984,copyright 1894
27985,george allen
27986,darcy
27987,william
27988,jane
27989,william
27990,william
27991,william
27992,darcy
27993,miss bennet
27994,darcy
27995,miss bingley
27996,"her,--"
27997,eliza
27998,george wickham
27999,wickham
28000,darcy
28001,george wickham
28002,wickham
28003,darcy
28004,darcy
28005,george wickham
28006,darcy
28007,darcy
28008,george wickham
28009,miss eliza
28010,elizabeth
28011,darcy
28012,bingley
28013,elizabeth
28014,darcy
28015,jane
28016,elizabeth
28017,jane
28018,wickham
28019,jane
28020,wickham
28021,jane
28022,bingley
28023,darcy
28024,wickham
28025,darcy
28026,wickham
28027,darcy
28028,bingley
28029,wickham
28030,darcy
28031,darcy
28032,bingley
28033,elizabeth
28034,elizabeth
28035,jane
28036,bingley
28037,elizabeth
28038,lucas
28039,collins
28040,miss de bourgh
28041,lady catherine
28042,"lady catherine de
bourgh"
28043,miss de bourgh
28044,lady catherine
28045,lady catherine de bourgh
28046,darcy
28047,lady catherine
28048,elizabeth
28049,darcy
28050,darcy
28051,collins
28052,elizabeth
28053,darcy
28054,lady catherine de bourgh
28055,lady catherine de bourgh
28056,darcy
28057,collins
28058,collins
28059,darcy
