sentence,title,author,year,chunk_id,inferred_emotion,sentence_length
"I
was filled with admiration at her coolness, and devoutly thankful that
we Americans maintained an equally dignified silence.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_220,joy,19
"When I imprinted
the farewell kiss on the soft cheek of my little granddaughter Nora in
the cradle, she in the dawn and I in the sunset of life, I realized how
widely the broad ocean would separate us.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_221,surprise,39
"We
had not many days to mourn our disappointment, as Madge was summoned to
her Western home, and Miss Anthony arrived armed and equipped with
bushels of documents for vol.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_223,sadness,30
"The chairman, Mr. Rosa, welcomed the ladies to
their new duties in a very complimentary manner.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_223,joy,16
"His sermon was received with intense indignation, even by
the women of his own congregation.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_225,anger,15
"The evening of the 12th we
had a delightful reunion at the home of Dr. Clemence Lozier, where I
gave my essay, after which Mrs. Lozier, Mrs. Blake, Miss Anthony, ""Jenny
June,"" and some of the younger converts to our platform, all made short
speeches of praise and congratulation, which were followed by music,
recitations, and refreshments.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_228,joy,57
"All during the autumn Miss Anthony and I looked forward to the spring,
when we hoped to have completed the third and last volume of our
History, and thus end the labors of ten years.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_228,joy,35
"Fortunately, the last line of the History was written, so Miss
Anthony, with vol.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_229,joy,14
"As it was Sunday she could not
telegraph, hence there was no one to meet her, and, as we all sat
chatting on the front piazza, suddenly, to our surprise and delight, she
drove up.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_230,surprise,35
"But we could not succeed in forming the committee, nor, after writing
innumerable letters, make the women understand what we wanted to do.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_231,sadness,23
"Others said they considered all the revisions
made by men thus far, had been so many acts of sacrilege, and they did
hope women would not add their influence, to weaken the faith of the
people in the divine origin of the Holy Book, for, if men and women
could change it in one particular, they could in all.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_231,joy,59
"The untenable and
unscientific positions he takes in regard to women are very amusing.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_231,joy,14
"The full-dress costume of the ladies was a
great surprise to my little granddaughter Nora.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_232,surprise,15
"The
scene suggested to me the amusing description in Holmes' ""Elsie Venner,""
of the efforts of a young lady, seated between two old gentlemen, to
show off her white shoulders.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_232,joy,30
"His mother had neither the wisdom to influence him, nor the courage to
rebuke her husband; and alas!",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_232,sadness,18
"poor woman, she was in such thraldom
herself to conventionalisms, that she could not understand a youth who
set them all at defiance.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_232,sadness,23
"We read, too, Harriet Martineau's
translation of the works of Auguste Comte, and found the part on woman
most unsatisfactory.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_233,sadness,20
"What a pity a Stead had not been there, to protect
the child-women of the Midianites and rebuke the Lord's chosen people as
they deserved!",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_233,sadness,25
"As her name was already on the committee to
prepare ""The Woman's Bible,"" we had her hearty approval of the
undertaking.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_234,joy,21
"The speeches made were
simply absurd, asking women to organize themselves to help the Liberal
party, which had steadily denied to them the political rights they had
demanded for twenty years.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_234,anger,31
"But the whole movement was an insult to
women.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_234,anger,9
"To say that I have realized in him all I could
desire, is the highest praise a fond mother can give.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_235,surprise,21
"I attended several receptions
and dined with Mrs. Charlotte Beebe Wilbour, greatly enjoying her clever
descriptions of a winter on the Nile in her own dahabeeyeh.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_236,joy,26
"I was also introduced to M. Jules
Ferry, then Prime Minister, who said, among other things: ""I am sorry to
confess it, but it is only too true, our French women are far behind
their sisters in America.""",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_237,sadness,38
"It is sad to see so many American girls and
boys, who have no genius for painting or sculpture, spending their days
in garrets, in solitude and poverty, with the vain hope of earning
distinction.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_238,sadness,35
"We drove about the city on several occasions
at midnight, to see the life--men, women, and children enjoying the cool
breezes, and the restaurants all crowded with people.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_238,joy,28
"Social life, among the poor especially, is far more natural and
harmonious in France than in England, because women mix more freely in
business and amusements.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_239,joy,26
"She said the children in
the higher grades of her school enjoyed the carpenter work immensely and
became very deft in the use of tools.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_239,joy,25
"As the proceedings of the contention were fully and graphically reported
in the _Woman's Tribune_ at that time, and as its reports were afterward
published in book form, revised and corrected by Miss Anthony, Miss
Foster, and myself, I will merely say that our most sanguine
expectations as to its success were more than realized.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_243,surprise,55
"There I sat enjoying the
bracing air, the pure fresh breezes, indifferent to the fate of an old
cloak and hood that had crossed the Atlantic and been saturated with
salt water many times, pitying the women inside breathing air laden with
microbes that dozens of people had been throwing off from time to time,
sacrificing themselves to their stylish bonnets, cloaks, and dresses,
suffering with the heat of the red-hot stove; and yet they, in turn,
pitying me.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_244,joy,79
"I spoke to one poor
victim of the fallacy of Christmas presents, and of her injuring her
health in such useless employment.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_247,sadness,22
"I do not know a more pitiful
sight than to see a woman tatting, knitting, embroidering--working cats
on the toe of some slipper, or tulips on an apron.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_247,sadness,28
"and I went on to Washington to celebrate the
seventieth birthday of Miss Anthony, who has always been to them as a
second mother.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_247,joy,24
"Many other women spoke
out promptly in the negative, and with a bitterness against those who
took the opposite view that was lamentable.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_249,sadness,23
"How long will it be in our Republic before some man will arise, great
enough to so interpret our National Constitution as to declare that
women, as citizens of the United States, cannot be governed by laws in
the making of which they have no part?",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_250,surprise,46
"As I had known Lord and Lady
Amberley in America, when they visited this country in 1867, I enjoyed
meeting other members of their family.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_253,joy,25
"When we returned to Basingstoke we had a visit from Mrs. Cobb, the wife
of a member of Parliament, and sister-in-law of Karl Pearson, whose
lectures on woman I had enjoyed so much.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_253,joy,33
"The last days were filled with sadness, in parting with those
so dear to me in foreign countries--especially those curly-headed little
girls, so bright, so pretty, so winning in all their ways.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_254,sadness,32
"Being fortunate in having children in both hemispheres, here, too, I
found a son and daughter waiting to welcome me to my native land.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_254,joy,24
"It was rather aggravating to
contemplate those fine buildings and grounds, while every girl in that
city must go abroad for higher education.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_256,anger,23
"We anticipated a merry meeting,
but Miss Anthony and I were so tired that we no doubt appeared stupid.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_256,anger,19
"""Looking forward to the scintillations of wit, the philosophical
 researches, the historical traditions, the scientific discoveries,
 the astronomical explorations, the mysteries of theosophy,
 palmistry, mental science, the revelations of the unknown world
 where angels and devils do congregate, looking forward to
 discussions of all these grand themes, in meeting the eldest
 daughter of David and Martha Wright, the niece of Lucretia Mott,
 the sister-in-law of William Lloyd Garrison, a queenly-looking
 woman five feet eight in height, and well proportioned, with
 glorious black eyes, rivaling even De Staël's in power and pathos,
 one can readily imagine the disappointment I experienced when such
 a woman pulled a cotton wash rag from her pocket and forthwith
 began to knit with bowed head.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_257,sadness,119
"Though composed of ladies and
gentlemen it proved dull and unprofitable.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_258,sadness,11
"We often met afterward, laughed and talked over the old days, and
 kept our friendship bright until the day of her death.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_260,joy,22
"The
 name of Emma Willard is dear to all of us; to know her was to love
 and venerate her.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_261,joy,20
"Her intense
 earnestness and mental grasp, the readiness with which she turned
 from one subject to another, and her retentive memory of every rule
 and fact he gave her, was a constant surprise to the Professor.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_261,surprise,36
"""This is the best work women of wealth can do, and I hope in the
 future they will endow scholarships for their own sex instead of
 giving millions of dollars to institutions for boys, as they have
 done in the past.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_262,joy,41
"We enjoyed a few hours' conversation with Mr Sage, who had made
a very generous gift of a building to the Emma Willard Seminary at
Troy.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_264,joy,26
"I especially desired to have the opinions
of women from all sects, but those belonging to the orthodox churches
declined to join the committee or express their views.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_266,joy,28
"Accordingly, I began to
read the commentators on the Bible and was surprised to see how little
they had to say about the greatest factor in civilization, the mother of
the race, and that little by no means complimentary.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_266,surprise,39
"When Part I. of ""The Woman's Bible"" was finally published in November,
1895, it created a great sensation.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_266,joy,18
"The refinement and artistic taste of the Southern mother and the heroic
virtues of the father are happily blended in their daughter.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_268,joy,22
"As an
appropriate time for such a celebration, the eightieth birthday of
Elizabeth Cady Stanton has been chosen.",Eighty Years and More,Elizabeth Cady Stanton,1898,EC_270,joy,18
"Sorrow came—a gentle sorrow—but not at all in the shape of any
disagreeable consciousness.—Miss Taylor married.",Emma,Jane Austen,1815,JA_001,sadness,16
"It was Miss Taylor’s
loss which first brought grief.",Emma,Jane Austen,1815,JA_001,sadness,9
"It was on the wedding-day of this
beloved friend that Emma first sat in mournful thought of any
continuance.",Emma,Jane Austen,1815,JA_001,sadness,19
"How was she to bear the change?—It was true that her friend was going
only half a mile from them; but Emma was aware that great must be the
difference between a Mrs. Weston, only half a mile from them, and a
Miss Taylor in the house; and with all her advantages, natural and
domestic, she was now in great danger of suffering from intellectual
solitude.",Emma,Jane Austen,1815,JA_002,sadness,66
"She dearly loved her father, but he was no companion for her.",Emma,Jane Austen,1815,JA_002,joy,12
"It was a melancholy change; and Emma could not but
sigh over it, and wish for impossible things, till her father awoke,
and made it necessary to be cheerful.",Emma,Jane Austen,1815,JA_002,sadness,29
"Emma smiled and
chatted as cheerfully as she could, to keep him from such thoughts; but
when tea came, it was impossible for him not to say exactly as he had
said at dinner, “Poor Miss Taylor!—I wish she were here again.",Emma,Jane Austen,1815,JA_003,joy,42
“I am very glad I did think of her.,Emma,Jane Austen,1815,JA_003,joy,9
“Ah! poor Miss Taylor! ’,Emma,Jane Austen,1815,JA_004,sadness,5
"“Especially when _one_ of those two is such a fanciful, troublesome
creature!” said Emma playfully.",Emma,Jane Austen,1815,JA_005,joy,15
"“Well,” said Emma, willing to let it pass—“you want to hear about the
wedding; and I shall be happy to tell you, for we all behaved
charmingly.",Emma,Jane Austen,1815,JA_005,joy,27
"“But, Mr.
Knightley, she is really very sorry to lose poor Miss Taylor, and I am
sure she _will_ miss her more than she thinks for.”",Emma,Jane Austen,1815,JA_005,sadness,26
"Every friend of Miss Taylor
must be glad to have her so happily married.”",Emma,Jane Austen,1815,JA_005,joy,14
"“And you have forgotten one matter of joy to me,” said Emma, “and a
very considerable one—that I made the match myself.",Emma,Jane Austen,1815,JA_006,joy,22
"Her father fondly replied, “Ah! my
dear, I wish you would not make matches and foretell things, for
whatever you say always comes to pass.",Emma,Jane Austen,1815,JA_006,joy,25
"Captain Weston, who had been considered, especially by the Churchills,
as making such an amazing match, was proved to have much the worst of
the bargain; for when his wife died, after a three years’ marriage, he
was rather a poorer man than at first, and with a child to maintain.",Emma,Jane Austen,1815,JA_008,sadness,51
"He had made his fortune, bought his house, and obtained
his wife; and was beginning a new period of existence, with every
probability of greater happiness than in any yet passed through.",Emma,Jane Austen,1815,JA_009,joy,32
"She felt herself a most
fortunate woman; and she had lived long enough to know how fortunate
she might well be thought, where the only regret was for a partial
separation from friends whose friendship for her had never cooled, and
who could ill bear to part with her.",Emma,Jane Austen,1815,JA_010,sadness,49
"Her situation was altogether the subject of hours of gratitude to Mrs.
Weston, and of moments only of regret; and her satisfaction—her more
than satisfaction—her cheerful enjoyment, was so just and so apparent,
that Emma, well as she knew her father, was sometimes taken by surprize
at his being still able to pity ‘poor Miss Taylor,’ when they left her
at Randalls in the centre of every domestic comfort, or saw her go away
in the evening attended by her pleasant husband to a carriage of her
own.",Emma,Jane Austen,1815,JA_010,joy,88
She would be very glad to stay.”,Emma,Jane Austen,1815,JA_010,joy,7
"Her daughter enjoyed a most uncommon degree
of popularity for a woman neither young, handsome, rich, nor married.",Emma,Jane Austen,1815,JA_012,joy,18
"Her
youth had passed without distinction, and her middle of life was
devoted to the care of a failing mother, and the endeavour to make a
small income go as far as possible.",Emma,Jane Austen,1815,JA_012,sadness,33
"And yet she was a happy woman, and
a woman whom no one named without good-will.",Emma,Jane Austen,1815,JA_012,joy,16
"These were the ladies whom Emma found herself very frequently able to
collect; and happy was she, for her father’s sake, in the power;
though, as far as she was herself concerned, it was no remedy for the
absence of Mrs. Weston.",Emma,Jane Austen,1815,JA_013,joy,42
"The friends from whom she had just parted, though
very good sort of people, must be doing her harm.",Emma,Jane Austen,1815,JA_014,sadness,19
"The happiness of Miss Smith was
quite equal to her intentions.",Emma,Jane Austen,1815,JA_015,joy,11
"But in every respect,
as she saw more of her, she approved her, and was confirmed in all her
kind designs.",Emma,Jane Austen,1815,JA_015,joy,21
"Altogether she was quite convinced of Harriet Smith’s being exactly the
young friend she wanted—exactly the something which her home required.",Emma,Jane Austen,1815,JA_015,joy,21
Harriet would be loved as one to whom she could be useful.,Emma,Jane Austen,1815,JA_015,joy,12
"But the Martins occupied
her thoughts a good deal; she had spent two very happy months with
them, and now loved to talk of the pleasures of her visit, and describe
the many comforts and wonders of the place.",Emma,Jane Austen,1815,JA_016,joy,39
His mother and sisters were very fond of him.,Emma,Jane Austen,1815,JA_017,joy,9
"His mother is
perfectly right not to be in a hurry.",Emma,Jane Austen,1815,JA_018,joy,11
"“I wish you may not get into a scrape, Harriet, whenever he does
marry;—I mean, as to being acquainted with his wife—for though his
sisters, from a superior education, are not to be altogether objected
to, it does not follow that he might marry any body at all fit for you
to notice.",Emma,Jane Austen,1815,JA_018,joy,53
"I want to see you
permanently well connected, and to that end it will be advisable to
have as few odd acquaintance as may be; and, therefore, I say that if
you should still be in this country when Mr. Martin marries, I wish you
may not be drawn in by your intimacy with the sisters, to be acquainted
with the wife, who will probably be some mere farmer’s daughter,
without education.”",Emma,Jane Austen,1815,JA_019,joy,72
"I shall always have a great
regard for the Miss Martins, especially Elizabeth, and should be very
sorry to give them up, for they are quite as well educated as me.",Emma,Jane Austen,1815,JA_019,sadness,31
"Well, Miss Woodhouse, is he like what you expected?",Emma,Jane Austen,1815,JA_019,surprise,9
"The older a person
grows, Harriet, the more important it is that their manners should not
be bad; the more glaring and disgusting any loudness, or coarseness, or
awkwardness becomes.",Emma,Jane Austen,1815,JA_020,disgust,30
"“There is no saying, indeed,” replied Harriet rather solemnly.",Emma,Jane Austen,1815,JA_020,joy,9
"We were speaking of it only
yesterday, and agreeing how fortunate it was for Emma, that there
should be such a girl in Highbury for her to associate with.",Emma,Jane Austen,1815,JA_022,joy,29
"In
her mother she lost the only person able to cope with her.",Emma,Jane Austen,1815,JA_023,sadness,13
"I hope, with all my heart, the
young man may be a Weston in merit, and a Churchill in fortune.—But
Harriet Smith—I have not half done about Harriet Smith.",Emma,Jane Austen,1815,JA_024,joy,29
"I think her the
very worst sort of companion that Emma could possibly have.",Emma,Jane Austen,1815,JA_024,anger,14
"She is a
flatterer in all her ways; and so much the worse, because undesigned.",Emma,Jane Austen,1815,JA_024,disgust,15
Her ignorance is hourly flattery.,Emma,Jane Austen,1815,JA_024,anger,5
"How can Emma imagine she has any
thing to learn herself, while Harriet is presenting such a delightful
inferiority?",Emma,Jane Austen,1815,JA_024,surprise,19
"Can you imagine any thing nearer perfect
beauty than Emma altogether—face and figure?”",Emma,Jane Austen,1815,JA_024,surprise,13
"“I do not know what I could imagine, but I confess that I have seldom
seen a face or figure more pleasing to me than hers.",Emma,Jane Austen,1815,JA_024,joy,26
"I love to look at her; and I will add this praise,
that I do not think her personally vain.",Emma,Jane Austen,1815,JA_024,joy,20
"Where shall we see a better daughter, or a kinder
sister, or a truer friend?",Emma,Jane Austen,1815,JA_025,surprise,15
I have a very sincere interest in Emma.,Emma,Jane Austen,1815,JA_025,joy,8
"There is an anxiety, a curiosity in what one
feels for Emma.",Emma,Jane Austen,1815,JA_025,surprise,12
I wonder what will become of her!”,Emma,Jane Austen,1815,JA_025,surprise,7
"It would not be a bad thing for her to be very much in love
with a proper object.",Emma,Jane Austen,1815,JA_026,joy,19
"I should like to see Emma in love, and in some
doubt of a return; it would do her good.",Emma,Jane Austen,1815,JA_026,joy,20
I almost long to attempt her likeness myself.,Emma,Jane Austen,1815,JA_027,joy,8
"It would be such a delight to have her
picture!”",Emma,Jane Austen,1815,JA_027,joy,10
"Yes, good man!—thought Emma—but what has all that to do with taking
likenesses?",Emma,Jane Austen,1815,JA_027,surprise,13
"“But I am afraid, Mr. Elton, Harriet will not like to sit.",Emma,Jane Austen,1815,JA_027,fear,12
"She was not much deceived as
to her own skill either as an artist or a musician, but she was not
unwilling to have others deceived, or sorry to know her reputation for
accomplishment often higher than it deserved.",Emma,Jane Austen,1815,JA_028,sadness,39
"The sitting was altogether very satisfactory; she was quite enough
pleased with the first day’s sketch to wish to go on.",Emma,Jane Austen,1815,JA_030,joy,21
"“You, sir, may say any thing,” cried Mr. Elton, “but I must confess
that I regard it as a most happy thought, the placing of Miss Smith out
of doors; and the tree is touched with such inimitable spirit!",Emma,Jane Austen,1815,JA_031,joy,39
"“This man is almost too gallant to be in love,” thought Emma.",Emma,Jane Austen,1815,JA_031,joy,12
But it is his gratitude on Harriet’s account.”,Emma,Jane Austen,1815,JA_031,joy,8
"Yes, quite a proposal of marriage; and a very good
letter, at least she thought so.",Emma,Jane Austen,1815,JA_032,joy,16
"My dear Harriet, what do you mean?",Emma,Jane Austen,1815,JA_033,surprise,7
"“Not for the world,” said Emma, smiling graciously, “would I advise you
either way.",Emma,Jane Austen,1815,JA_034,joy,14
"“Perfectly, perfectly right, my dearest Harriet; you are doing just
what you ought.",Emma,Jane Austen,1815,JA_034,joy,13
"Dear Harriet, I give myself joy of this.",Emma,Jane Austen,1815,JA_034,joy,8
"“One should be sorry to see greater pride or refinement in the teacher
of a school, Harriet.",Emma,Jane Austen,1815,JA_036,sadness,17
"It is his companion all this
evening, his solace, his delight.",Emma,Jane Austen,1815,JA_036,joy,11
"Harriet smiled again, and her smiles grew stronger.",Emma,Jane Austen,1815,JA_036,joy,8
"“Well, I believe, if you will excuse me, Mr. Knightley, if you will not
consider me as doing a very rude thing, I shall take Emma’s advice and
go out for a quarter of an hour.",Emma,Jane Austen,1815,JA_037,joy,36
"Emma will be happy to
entertain you.",Emma,Jane Austen,1815,JA_037,joy,7
"I can think of but one thing—Who is in love with her?
Who makes you their confidant?”",Emma,Jane Austen,1815,JA_038,surprise,17
"He is desperately in love and
means to marry her.”",Emma,Jane Austen,1815,JA_038,joy,10
"What is the
foolish girl about?”",Emma,Jane Austen,1815,JA_039,surprise,6
"What are
Harriet Smith’s claims, either of birth, nature or education, to any
connexion higher than Robert Martin?",Emma,Jane Austen,1815,JA_039,surprise,18
"The advantage of the match I felt to be all on
her side; and had not the smallest doubt (nor have I now) that there
would be a general cry-out upon her extreme good luck.",Emma,Jane Austen,1815,JA_040,joy,35
"“I cannot help wondering at your knowing so little of Emma as to say
any such thing.",Emma,Jane Austen,1815,JA_040,surprise,17
"Her friends
evidently thought this good enough for her; and it _was_ good enough.",Emma,Jane Austen,1815,JA_041,joy,14
She was as happy as possible with the Martins in the summer.,Emma,Jane Austen,1815,JA_041,joy,12
"I know that such a girl as Harriet is exactly what every man
delights in—what at once bewitches his senses and satisfies his
judgment.",Emma,Jane Austen,1815,JA_042,joy,24
"And is she, at seventeen, just
entering into life, just beginning to be known, to be wondered at
because she does not accept the first offer she receives?",Emma,Jane Austen,1815,JA_042,surprise,28
"“I have always thought it a very foolish intimacy,” said Mr. Knightley
presently, “though I have kept my thoughts to myself; but I now
perceive that it will be a very unfortunate one for Harriet.",Emma,Jane Austen,1815,JA_042,sadness,35
"Emma made no answer, and tried to look cheerfully unconcerned, but was
really feeling uncomfortable and wanting him very much to be gone.",Emma,Jane Austen,1815,JA_043,sadness,23
"“I am very much obliged to you,” said Emma, laughing again.",Emma,Jane Austen,1815,JA_044,joy,11
"Harriet’s
staying away so long was beginning to make her uneasy.",Emma,Jane Austen,1815,JA_044,fear,11
"The possibility
of the young man’s coming to Mrs. Goddard’s that morning, and meeting
with Harriet and pleading his own cause, gave alarming ideas.",Emma,Jane Austen,1815,JA_044,fear,24
"She was sorry, but could not
repent.",Emma,Jane Austen,1815,JA_045,sadness,7
"They owed to him their
two or three politest puzzles; and the joy and exultation with which at
last he recalled, and rather sentimentally recited, that well-known
charade, My first doth affliction denote,
 Which my second is destin’d to feel
And my whole is the best antidote
 That affliction to soften and heal.— made her quite sorry to acknowledge that they had transcribed it some
pages ago already.",Emma,Jane Austen,1815,JA_047,sadness,68
"She cast her eye over it, pondered, caught the meaning, read it through
again to be quite certain, and quite mistress of the lines, and then
passing it to Harriet, sat happily smiling, and saying to herself,
while Harriet was puzzling over the paper in all the confusion of hope
and dulness, “Very well, Mr. Elton, very well indeed.",Emma,Jane Austen,1815,JA_048,joy,59
"I wonder who the friend was—and who could be the young
lady.",Emma,Jane Austen,1815,JA_048,surprise,12
"Oh!
Miss Woodhouse, do you think we shall ever find it out?”",Emma,Jane Austen,1815,JA_048,surprise,12
"My dear Harriet, what are you thinking
of?",Emma,Jane Austen,1815,JA_048,surprise,8
"She read the
concluding lines, and was all flutter and happiness.",Emma,Jane Austen,1815,JA_049,joy,11
"I
congratulate you, my dear Harriet, with all my heart.",Emma,Jane Austen,1815,JA_049,joy,10
"“Such sweet lines!” continued Harriet—“these two last!—But how shall I
ever be able to return the paper, or say I have found it out?—Oh!",Emma,Jane Austen,1815,JA_051,surprise,24
"Miss
Woodhouse, what can we do about that?”",Emma,Jane Austen,1815,JA_051,surprise,8
"Miss Woodhouse, what a pity that I must not write this beautiful
charade into my book!",Emma,Jane Austen,1815,JA_051,sadness,16
"“Very well,” replied Emma; “a most natural feeling; and the longer it
lasts, the better I shall be pleased.",Emma,Jane Austen,1815,JA_051,joy,19
"He loves any thing of the sort, and especially any
thing that pays woman a compliment.",Emma,Jane Austen,1815,JA_051,joy,16
"The name makes me think of poor Isabella; for she was very near being
christened Catherine after her grandmama.",Emma,Jane Austen,1815,JA_052,sadness,19
"I hope we shall have her here
next week.",Emma,Jane Austen,1815,JA_052,joy,9
"Have you thought, my dear, where you shall put her—and what
room there will be for the children?”",Emma,Jane Austen,1815,JA_052,surprise,18
"John Knightley’s being a
lawyer is very inconvenient.—Poor Isabella!—she is sadly taken away
from us all!—and how sorry she will be when she comes, not to see Miss
Taylor here!”",Emma,Jane Austen,1815,JA_053,sadness,30
"I am sure I was very much surprized when I
first heard she was going to be married.”",Emma,Jane Austen,1815,JA_053,surprise,18
"I am sure she will be pleased with the
children.",Emma,Jane Austen,1815,JA_053,joy,10
"I wonder
which she will think the handsomest, Henry or John?”",Emma,Jane Austen,1815,JA_053,surprise,11
"“Aye, I wonder which she will.",Emma,Jane Austen,1815,JA_053,surprise,6
"Emma thanked him, but could not allow of his disappointing his friend
on their account; her father was sure of his rubber.",Emma,Jane Austen,1815,JA_054,joy,22
"He re-urged—she
re-declined; and he seemed then about to make his bow, when taking the
paper from the table, she returned it— “Oh! here is the charade you were so obliging as to leave with us;
thank you for the sight of it.",Emma,Jane Austen,1815,JA_054,joy,43
"With the
view of passing off an awkward moment, Emma smilingly said, “You must make my apologies to your friend; but so good a charade must
not be confined to one or two.",Emma,Jane Austen,1815,JA_055,joy,33
"After a mutual silence of
some minutes, Harriet thus began again— “I do so wonder, Miss Woodhouse, that you should not be married, or
going to be married!",Emma,Jane Austen,1815,JA_056,surprise,28
"so charming as you are!”— Emma laughed, and replied, “My being charming, Harriet, is not quite enough to induce me to marry;
I must find other people charming—one other person at least.",Emma,Jane Austen,1815,JA_056,joy,32
"A single
woman, with a very narrow income, must be a ridiculous, disagreeable
old maid!",Emma,Jane Austen,1815,JA_056,anger,15
"the proper sport of boys and girls, but a single woman, of
good fortune, is always respectable, and may be as sensible and
pleasant as any body else.",Emma,Jane Austen,1815,JA_057,joy,28
"marrying, I shall be very well off, with all the
children of a sister I love so much, to care about.",Emma,Jane Austen,1815,JA_057,joy,21
“Do you know Miss Bates’s niece?,Emma,Jane Austen,1815,JA_057,surprise,6
"That is, I know you must have seen her
a hundred times—but are you acquainted?”",Emma,Jane Austen,1815,JA_057,surprise,15
"Mr. Elton was still talking, still engaged in some interesting detail;
and Emma experienced some disappointment when she found that he was
only giving his fair companion an account of the yesterday’s party at
his friend Cole’s, and that she was come in herself for the Stilton
cheese, the north Wiltshire, the butter, the celery, the beet-root, and
all the dessert.",Emma,Jane Austen,1815,JA_059,sadness,61
"“Part of my lace is gone,” said she, “and I do not know how I am to
contrive.",Emma,Jane Austen,1815,JA_060,sadness,18
"I really am a most troublesome companion to you both, but I
hope I am not often so ill-equipped.",Emma,Jane Austen,1815,JA_060,joy,19
"“Ah, my dear,” said he, “poor Miss Taylor—It is a grievous business.”",Emma,Jane Austen,1815,JA_062,sadness,12
"“Oh yes, sir,” cried she with ready sympathy, “how you must miss her!",Emma,Jane Austen,1815,JA_062,sadness,13
"And dear Emma, too!—What a dreadful loss to you both!—I have been so
grieved for you.—I could not imagine how you could possibly do without
her.—It is a sad change indeed.—But I hope she is pretty well, sir.”",Emma,Jane Austen,1815,JA_063,sadness,38
"“Pretty well, my dear—I hope—pretty well.—I do not know but that the
place agrees with her tolerably.”",Emma,Jane Austen,1815,JA_063,joy,17
"I have been always telling you, my love, that I had no idea of
the change being so very material to Hartfield as you apprehended; and
now you have Emma’s account, I hope you will be satisfied.”",Emma,Jane Austen,1815,JA_063,joy,37
"“Me, my love,” cried his wife, hearing and understanding only in part.",Emma,Jane Austen,1815,JA_063,sadness,12
"“Three-and-twenty!—is he indeed?—Well, I could not have thought it—and
he was but two years old when he lost his poor mother!",Emma,Jane Austen,1815,JA_064,sadness,21
She hoped they might now become friends again.,Emma,Jane Austen,1815,JA_065,joy,8
"Concession must be
out of the question; but it was time to appear to forget that they had
ever quarrelled; and she hoped it might rather assist the restoration
of friendship, that when he came into the room she had one of the
children with her—the youngest, a nice little girl about eight months
old, who was now making her first visit to Hartfield, and very happy to
be danced about in her aunt’s arms.",Emma,Jane Austen,1815,JA_065,joy,75
"“That’s true,” she cried—“very true.",Emma,Jane Austen,1815,JA_066,joy,5
